,시가,고가,저가,종가,거래량,거래대금,등락률,날짜,종목코드,종목명,BPS,PER,PBR,EPS,DIV,DPS
65636,0,0,0,0,0,0,0.0,20240324,004170,신세계,0.0,0.0,0.0,0.0,0.0,0.0
66267,0,0,0,0,0,0,0.0,20240324,139480,이마트,0.0,0.0,0.0,0.0,0.0,0.0
66518,0,0,0,0,0,0,0.0,20240324,035720,카카오,0.0,0.0,0.0,0.0,0.0,0.0
66520,0,0,0,0,0,0,0.0,20240324,323410,카카오뱅크,0.0,0.0,0.0,0.0,0.0,0.0
67338,0,0,0,0,0,0,0.0,20240325,034220,LG디스플레이,0.0,0.0,0.0,0.0,0.0,0.0
67348,0,0,0,0,0,0,0.0,20240325,051910,LG화학,0.0,0.0,0.0,0.0,0.0,0.0
67940,0,0,0,0,0,0,0.0,20240325,004000,롯데정밀화학,0.0,0.0,0.0,0.0,0.0,0.0
67946,0,0,0,0,0,0,0.0,20240325,011170,롯데케미칼,0.0,0.0,0.0,0.0,0.0,0.0
68204,0,0,0,0,0,0,0.0,20240325,005930,삼성전자,0.0,0.0,0.0,0.0,0.0,0.0
68210,0,0,0,0,0,0,0.0,20240325,029780,삼성카드,0.0,0.0,0.0,0.0,0.0,0.0
68435,0,0,0,0,0,0,0.0,20240325,004170,신세계,0.0,0.0,0.0,0.0,0.0,0.0
69066,0,0,0,0,0,0,0.0,20240325,139480,이마트,0.0,0.0,0.0,0.0,0.0,0.0
69317,0,0,0,0,0,0,0.0,20240325,035720,카카오,0.0,0.0,0.0,0.0,0.0,0.0
69319,0,0,0,0,0,0,0.0,20240325,323410,카카오뱅크,0.0,0.0,0.0,0.0,0.0,0.0
70137,0,0,0,0,0,0,0.0,20240326,034220,LG디스플레이,0.0,0.0,0.0,0.0,0.0,0.0
70147,0,0,0,0,0,0,0.0,20240326,051910,LG화학,0.0,0.0,0.0,0.0,0.0,0.0
70739,0,0,0,0,0,0,0.0,20240326,004000,롯데정밀화학,0.0,0.0,0.0,0.0,0.0,0.0
70745,0,0,0,0,0,0,0.0,20240326,011170,롯데케미칼,0.0,0.0,0.0,0.0,0.0,0.0
71003,0,0,0,0,0,0,0.0,20240326,005930,삼성전자,0.0,0.0,0.0,0.0,0.0,0.0
71009,0,0,0,0,0,0,0.0,20240326,029780,삼성카드,0.0,0.0,0.0,0.0,0.0,0.0
71234,0,0,0,0,0,0,0.0,20240326,004170,신세계,0.0,0.0,0.0,0.0,0.0,0.0
71865,0,0,0,0,0,0,0.0,20240326,139480,이마트,0.0,0.0,0.0,0.0,0.0,0.0
72116,0,0,0,0,0,0,0.0,20240326,035720,카카오,0.0,0.0,0.0,0.0,0.0,0.0
72118,0,0,0,0,0,0,0.0,20240326,323410,카카오뱅크,0.0,0.0,0.0,0.0,0.0,0.0
72936,0,0,0,0,0,0,0.0,20240327,034220,LG디스플레이,0.0,0.0,0.0,0.0,0.0,0.0
72946,0,0,0,0,0,0,0.0,20240327,051910,LG화학,0.0,0.0,0.0,0.0,0.0,0.0
73538,0,0,0,0,0,0,0.0,20240327,004000,롯데정밀화학,0.0,0.0,0.0,0.0,0.0,0.0
73544,0,0,0,0,0,0,0.0,20240327,011170,롯데케미칼,0.0,0.0,0.0,0.0,0.0,0.0
73802,0,0,0,0,0,0,0.0,20240327,005930,삼성전자,0.0,0.0,0.0,0.0,0.0,0.0
73808,0,0,0,0,0,0,0.0,20240327,029780,삼성카드,0.0,0.0,0.0,0.0,0.0,0.0
74033,0,0,0,0,0,0,0.0,20240327,004170,신세계,0.0,0.0,0.0,0.0,0.0,0.0
74664,0,0,0,0,0,0,0.0,20240327,139480,이마트,0.0,0.0,0.0,0.0,0.0,0.0
74915,0,0,0,0,0,0,0.0,20240327,035720,카카오,0.0,0.0,0.0,0.0,0.0,0.0
74917,0,0,0,0,0,0,0.0,20240327,323410,카카오뱅크,0.0,0.0,0.0,0.0,0.0,0.0
75735,0,0,0,0,0,0,0.0,20240328,034220,LG디스플레이,0.0,0.0,0.0,0.0,0.0,0.0
75745,0,0,0,0,0,0,0.0,20240328,051910,LG화학,0.0,0.0,0.0,0.0,0.0,0.0
76337,0,0,0,0,0,0,0.0,20240328,004000,롯데정밀화학,0.0,0.0,0.0,0.0,0.0,0.0
76343,0,0,0,0,0,0,0.0,20240328,011170,롯데케미칼,0.0,0.0,0.0,0.0,0.0,0.0
76601,0,0,0,0,0,0,0.0,20240328,005930,삼성전자,0.0,0.0,0.0,0.0,0.0,0.0
76607,0,0,0,0,0,0,0.0,20240328,029780,삼성카드,0.0,0.0,0.0,0.0,0.0,0.0
76832,0,0,0,0,0,0,0.0,20240328,004170,신세계,0.0,0.0,0.0,0.0,0.0,0.0
77463,0,0,0,0,0,0,0.0,20240328,139480,이마트,0.0,0.0,0.0,0.0,0.0,0.0
77714,0,0,0,0,0,0,0.0,20240328,035720,카카오,0.0,0.0,0.0,0.0,0.0,0.0
77716,0,0,0,0,0,0,0.0,20240328,323410,카카오뱅크,0.0,0.0,0.0,0.0,0.0,0.0
78534,0,0,0,0,0,0,0.0,20240329,034220,LG디스플레이,0.0,0.0,0.0,0.0,0.0,0.0
78544,0,0,0,0,0,0,0.0,20240329,051910,LG화학,0.0,0.0,0.0,0.0,0.0,0.0
79136,0,0,0,0,0,0,0.0,20240329,004000,롯데정밀화학,0.0,0.0,0.0,0.0,0.0,0.0
79142,0,0,0,0,0,0,0.0,20240329,011170,롯데케미칼,0.0,0.0,0.0,0.0,0.0,0.0
79400,0,0,0,0,0,0,0.0,20240329,005930,삼성전자,0.0,0.0,0.0,0.0,0.0,0.0
79406,0,0,0,0,0,0,0.0,20240329,029780,삼성카드,0.0,0.0,0.0,0.0,0.0,0.0
79631,0,0,0,0,0,0,0.0,20240329,004170,신세계,0.0,0.0,0.0,0.0,0.0,0.0
80262,0,0,0,0,0,0,0.0,20240329,139480,이마트,0.0,0.0,0.0,0.0,0.0,0.0
80513,0,0,0,0,0,0,0.0,20240329,035720,카카오,0.0,0.0,0.0,0.0,0.0,0.0
80515,0,0,0,0,0,0,0.0,20240329,323410,카카오뱅크,0.0,0.0,0.0,0.0,0.0,0.0
81333,0,0,0,0,0,0,0.0,20240330,034220,LG디스플레이,0.0,0.0,0.0,0.0,0.0,0.0
81343,0,0,0,0,0,0,0.0,20240330,051910,LG화학,0.0,0.0,0.0,0.0,0.0,0.0
81935,0,0,0,0,0,0,0.0,20240330,004000,롯데정밀화학,0.0,0.0,0.0,0.0,0.0,0.0
81941,0,0,0,0,0,0,0.0,20240330,011170,롯데케미칼,0.0,0.0,0.0,0.0,0.0,0.0
82199,0,0,0,0,0,0,0.0,20240330,005930,삼성전자,0.0,0.0,0.0,0.0,0.0,0.0
82205,0,0,0,0,0,0,0.0,20240330,029780,삼성카드,0.0,0.0,0.0,0.0,0.0,0.0
82430,0,0,0,0,0,0,0.0,20240330,004170,신세계,0.0,0.0,0.0,0.0,0.0,0.0
83061,0,0,0,0,0,0,0.0,20240330,139480,이마트,0.0,0.0,0.0,0.0,0.0,0.0
83312,0,0,0,0,0,0,0.0,20240330,035720,카카오,0.0,0.0,0.0,0.0,0.0,0.0
83314,0,0,0,0,0,0,0.0,20240330,323410,카카오뱅크,0.0,0.0,0.0,0.0,0.0,0.0
84132,0,0,0,0,0,0,0.0,20240331,034220,LG디스플레이,0.0,0.0,0.0,0.0,0.0,0.0
84142,0,0,0,0,0,0,0.0,20240331,051910,LG화학,0.0,0.0,0.0,0.0,0.0,0.0
84734,0,0,0,0,0,0,0.0,20240331,004000,롯데정밀화학,0.0,0.0,0.0,0.0,0.0,0.0
84740,0,0,0,0,0,0,0.0,20240331,011170,롯데케미칼,0.0,0.0,0.0,0.0,0.0,0.0
84998,0,0,0,0,0,0,0.0,20240331,005930,삼성전자,0.0,0.0,0.0,0.0,0.0,0.0
85004,0,0,0,0,0,0,0.0,20240331,029780,삼성카드,0.0,0.0,0.0,0.0,0.0,0.0
85229,0,0,0,0,0,0,0.0,20240331,004170,신세계,0.0,0.0,0.0,0.0,0.0,0.0
85860,0,0,0,0,0,0,0.0,20240331,139480,이마트,0.0,0.0,0.0,0.0,0.0,0.0
86111,0,0,0,0,0,0,0.0,20240331,035720,카카오,0.0,0.0,0.0,0.0,0.0,0.0
86113,0,0,0,0,0,0,0.0,20240331,323410,카카오뱅크,0.0,0.0,0.0,0.0,0.0,0.0
