,시가,고가,저가,종가,거래량,거래대금,등락률,날짜,종목코드,종목명,BPS,PER,PBR,EPS,DIV,DPS
5776,0,0,0,0,0,0,0.0,20240303,051910,LG화학,0.0,0.0,0.0,0.0,0.0,0.0
6368,0,0,0,0,0,0,0.0,20240303,004000,롯데정밀화학,0.0,0.0,0.0,0.0,0.0,0.0
6374,0,0,0,0,0,0,0.0,20240303,011170,롯데케미칼,0.0,0.0,0.0,0.0,0.0,0.0
6632,0,0,0,0,0,0,0.0,20240303,005930,삼성전자,0.0,0.0,0.0,0.0,0.0,0.0
6638,0,0,0,0,0,0,0.0,20240303,029780,삼성카드,0.0,0.0,0.0,0.0,0.0,0.0
6863,0,0,0,0,0,0,0.0,20240303,004170,신세계,0.0,0.0,0.0,0.0,0.0,0.0
7494,0,0,0,0,0,0,0.0,20240303,139480,이마트,0.0,0.0,0.0,0.0,0.0,0.0
7745,0,0,0,0,0,0,0.0,20240303,035720,카카오,0.0,0.0,0.0,0.0,0.0,0.0
7747,0,0,0,0,0,0,0.0,20240303,323410,카카오뱅크,0.0,0.0,0.0,0.0,0.0,0.0
8562,11290,11350,11100,11100,1376774,15427080880,-2.46,20240304,034220,LG디스플레이,25521.0,0.0,0.43,0.0,0.0,0.0
8572,452500,471500,452500,462000,290424,134948215500,1.99,20240304,051910,LG화학,445524.0,19.52,1.04,23670.0,2.16,10000.0
9164,47700,48650,47600,48000,55582,2685994400,1.05,20240304,004000,롯데정밀화학,90075.0,8.37,0.53,5738.0,7.29,3500.0
9170,123400,128600,122600,127000,209205,26566548900,3.76,20240304,011170,롯데케미칼,404799.0,74.01,0.31,1716.0,2.76,3500.0
9427,74300,75000,74000,74900,23210474,1730190362362,2.04,20240304,005930,삼성전자,57822.0,9.3,1.3,8057.0,1.93,1444.0
9433,37900,39300,37550,38800,208227,8071726800,3.33,20240304,029780,삼성카드,73934.0,6.65,0.52,5831.0,6.44,2500.0
9658,174800,174900,170700,172100,48308,8317554500,-1.54,20240304,004170,신세계,418209.0,4.17,0.41,41282.0,2.18,3750.0
10290,74000,74700,73100,73100,118994,8771487800,-1.22,20240304,139480,이마트,418373.0,1.95,0.17,37528.0,2.74,2000.0
10541,53600,54900,52900,53100,1830422,98307232300,-0.38,20240304,035720,카카오,22893.0,17.1,2.32,3106.0,0.11,60.0
10543,28450,29150,28200,28400,789277,22549450700,-0.18,20240304,323410,카카오뱅크,11988.0,51.36,2.37,553.0,0.28,80.0
11359,11100,11200,10940,10940,1361585,15028593170,-1.44,20240305,034220,LG디스플레이,25521.0,0.0,0.43,0.0,0.0,0.0
11369,454500,457000,445000,452500,242147,109496480500,-2.06,20240305,051910,LG화학,445524.0,19.12,1.02,23670.0,2.21,10000.0
11961,47850,48100,47500,47750,39727,1896628650,-0.52,20240305,004000,롯데정밀화학,90075.0,8.32,0.53,5738.0,7.33,3500.0
11967,126000,127300,125200,125500,67654,8521145300,-1.18,20240305,011170,롯데케미칼,404799.0,73.14,0.31,1716.0,2.79,3500.0
12225,74600,74800,73700,73700,19505125,1446710162593,-1.6,20240305,005930,삼성전자,57822.0,9.15,1.27,8057.0,1.96,1444.0
12231,38550,39250,38500,39100,99311,3874555650,0.77,20240305,029780,삼성카드,73934.0,6.71,0.53,5831.0,6.39,2500.0
12456,170900,172800,169300,169600,27798,4748884500,-1.45,20240305,004170,신세계,418209.0,4.11,0.41,41282.0,2.21,3750.0
13088,72800,73400,72000,72200,122718,8880937300,-1.23,20240305,139480,이마트,418373.0,1.92,0.17,37528.0,2.77,2000.0
13339,52600,52900,51600,51700,1737655,90488706600,-2.64,20240305,035720,카카오,22893.0,16.65,2.26,3106.0,0.12,60.0
13341,28150,28600,27500,27550,1025607,28600872850,-2.99,20240305,323410,카카오뱅크,11988.0,49.82,2.3,553.0,0.29,80.0
14158,11050,11240,10780,10800,1584458,17311254930,-1.28,20240306,034220,LG디스플레이,25521.0,0.0,0.42,0.0,0.0,0.0
14168,448000,456500,441000,441500,290385,129166151000,-2.43,20240306,051910,LG화학,445524.0,18.65,0.99,23670.0,2.27,10000.0
14760,47750,47750,47100,47300,64436,3047057850,-0.94,20240306,004000,롯데정밀화학,90075.0,8.24,0.53,5738.0,7.4,3500.0
14766,125100,126000,122300,122900,88796,10935041300,-2.07,20240306,011170,롯데케미칼,404799.0,71.62,0.3,1716.0,2.85,3500.0
15024,73200,73500,72700,72900,21547905,1577128384469,-1.09,20240306,005930,삼성전자,57822.0,9.05,1.26,8057.0,1.98,1444.0
15030,38900,39300,38750,39300,82278,3215103650,0.51,20240306,029780,삼성카드,73934.0,6.74,0.53,5831.0,6.36,2500.0
15255,169900,170200,168100,168600,30094,5082137900,-0.59,20240306,004170,신세계,418209.0,4.08,0.4,41282.0,2.22,3750.0
15886,71600,72000,70700,71000,148262,10540773400,-1.66,20240306,139480,이마트,418373.0,1.89,0.17,37528.0,2.82,2000.0
16137,51400,52300,51400,51900,902578,46832188000,0.39,20240306,035720,카카오,22893.0,16.71,2.27,3106.0,0.12,60.0
16139,27300,28150,27300,27650,562052,15554477700,0.36,20240306,323410,카카오뱅크,11988.0,50.0,2.31,553.0,0.29,80.0
16956,10870,10890,10550,10780,1042887,11169868250,-0.19,20240307,034220,LG디스플레이,25521.0,0.0,0.42,0.0,0.0,0.0
16966,443000,446000,434000,443000,311412,137253858500,0.34,20240307,051910,LG화학,445524.0,18.72,0.99,23670.0,2.26,10000.0
17558,47300,47700,47250,47450,38861,1841847700,0.32,20240307,004000,롯데정밀화학,90075.0,8.27,0.53,5738.0,7.38,3500.0
17564,122900,123800,119500,121900,132070,15950891000,-0.81,20240307,011170,롯데케미칼,404799.0,71.04,0.3,1716.0,2.87,3500.0
17822,73100,73300,72200,72200,14516963,1054959751460,-0.96,20240307,005930,삼성전자,57822.0,8.96,1.25,8057.0,2.0,1444.0
17828,39500,39500,39000,39350,93840,3683219500,0.13,20240307,029780,삼성카드,73934.0,6.75,0.53,5831.0,6.35,2500.0
18053,168300,170300,168000,168500,14254,2407647100,-0.06,20240307,004170,신세계,418209.0,4.08,0.4,41282.0,2.23,3750.0
18684,71000,71800,70300,70400,94079,6640218300,-0.85,20240307,139480,이마트,418373.0,1.88,0.17,37528.0,2.84,2000.0
18935,52200,53700,52000,52900,1425978,75370310800,1.93,20240307,035720,카카오,22893.0,17.03,2.31,3106.0,0.11,60.0
18937,27900,28700,27850,28700,802632,22783507450,3.8,20240307,323410,카카오뱅크,11988.0,51.9,2.39,553.0,0.28,80.0
19755,10870,10970,10790,10910,811872,8833081090,1.21,20240308,034220,LG디스플레이,25521.0,0.0,0.43,0.0,0.0,0.0
19765,448000,456500,440500,443000,288423,129165353500,0.0,20240308,051910,LG화학,445524.0,18.72,0.99,23670.0,2.26,10000.0
20357,47950,48200,47450,47650,81169,3876390350,0.42,20240308,004000,롯데정밀화학,90075.0,8.3,0.53,5738.0,7.35,3500.0
20363,122600,123400,120300,121500,79072,9622379000,-0.33,20240308,011170,롯데케미칼,404799.0,70.8,0.3,1716.0,2.88,3500.0
20621,72800,73400,72600,73300,19271349,1406734002184,1.52,20240308,005930,삼성전자,57822.0,9.1,1.27,8057.0,1.97,1444.0
20627,39700,40200,39350,39700,140941,5620344850,0.89,20240308,029780,삼성카드,73934.0,6.81,0.54,5831.0,6.3,2500.0
20852,170900,172000,168100,168500,26095,4412731300,0.0,20240308,004170,신세계,418209.0,4.08,0.4,41282.0,2.23,3750.0
21483,70700,71300,70500,71100,99236,7037066500,0.99,20240308,139480,이마트,418373.0,1.89,0.17,37528.0,2.81,2000.0
21734,53600,54200,53000,53200,1466862,78554507400,0.57,20240308,035720,카카오,22893.0,17.13,2.32,3106.0,0.11,60.0
21736,29100,29500,28500,28750,706479,20503546850,0.17,20240308,323410,카카오뱅크,11988.0,51.99,2.4,553.0,0.28,80.0
22554,0,0,0,0,0,0,0.0,20240309,034220,LG디스플레이,0.0,0.0,0.0,0.0,0.0,0.0
22564,0,0,0,0,0,0,0.0,20240309,051910,LG화학,0.0,0.0,0.0,0.0,0.0,0.0
23156,0,0,0,0,0,0,0.0,20240309,004000,롯데정밀화학,0.0,0.0,0.0,0.0,0.0,0.0
23162,0,0,0,0,0,0,0.0,20240309,011170,롯데케미칼,0.0,0.0,0.0,0.0,0.0,0.0
23420,0,0,0,0,0,0,0.0,20240309,005930,삼성전자,0.0,0.0,0.0,0.0,0.0,0.0
23426,0,0,0,0,0,0,0.0,20240309,029780,삼성카드,0.0,0.0,0.0,0.0,0.0,0.0
23651,0,0,0,0,0,0,0.0,20240309,004170,신세계,0.0,0.0,0.0,0.0,0.0,0.0
24282,0,0,0,0,0,0,0.0,20240309,139480,이마트,0.0,0.0,0.0,0.0,0.0,0.0
24533,0,0,0,0,0,0,0.0,20240309,035720,카카오,0.0,0.0,0.0,0.0,0.0,0.0
24535,0,0,0,0,0,0,0.0,20240309,323410,카카오뱅크,0.0,0.0,0.0,0.0,0.0,0.0
25353,0,0,0,0,0,0,0.0,20240310,034220,LG디스플레이,0.0,0.0,0.0,0.0,0.0,0.0
25363,0,0,0,0,0,0,0.0,20240310,051910,LG화학,0.0,0.0,0.0,0.0,0.0,0.0
25955,0,0,0,0,0,0,0.0,20240310,004000,롯데정밀화학,0.0,0.0,0.0,0.0,0.0,0.0
25961,0,0,0,0,0,0,0.0,20240310,011170,롯데케미칼,0.0,0.0,0.0,0.0,0.0,0.0
26219,0,0,0,0,0,0,0.0,20240310,005930,삼성전자,0.0,0.0,0.0,0.0,0.0,0.0
26225,0,0,0,0,0,0,0.0,20240310,029780,삼성카드,0.0,0.0,0.0,0.0,0.0,0.0
26450,0,0,0,0,0,0,0.0,20240310,004170,신세계,0.0,0.0,0.0,0.0,0.0,0.0
27081,0,0,0,0,0,0,0.0,20240310,139480,이마트,0.0,0.0,0.0,0.0,0.0,0.0
27332,0,0,0,0,0,0,0.0,20240310,035720,카카오,0.0,0.0,0.0,0.0,0.0,0.0
27334,0,0,0,0,0,0,0.0,20240310,323410,카카오뱅크,0.0,0.0,0.0,0.0,0.0,0.0
28152,0,0,0,0,0,0,0.0,20240311,034220,LG디스플레이,0.0,0.0,0.0,0.0,0.0,0.0
28162,0,0,0,0,0,0,0.0,20240311,051910,LG화학,0.0,0.0,0.0,0.0,0.0,0.0
28754,0,0,0,0,0,0,0.0,20240311,004000,롯데정밀화학,0.0,0.0,0.0,0.0,0.0,0.0
28760,0,0,0,0,0,0,0.0,20240311,011170,롯데케미칼,0.0,0.0,0.0,0.0,0.0,0.0
29018,0,0,0,0,0,0,0.0,20240311,005930,삼성전자,0.0,0.0,0.0,0.0,0.0,0.0
29024,0,0,0,0,0,0,0.0,20240311,029780,삼성카드,0.0,0.0,0.0,0.0,0.0,0.0
29249,0,0,0,0,0,0,0.0,20240311,004170,신세계,0.0,0.0,0.0,0.0,0.0,0.0
29880,0,0,0,0,0,0,0.0,20240311,139480,이마트,0.0,0.0,0.0,0.0,0.0,0.0
30131,0,0,0,0,0,0,0.0,20240311,035720,카카오,0.0,0.0,0.0,0.0,0.0,0.0
30133,0,0,0,0,0,0,0.0,20240311,323410,카카오뱅크,0.0,0.0,0.0,0.0,0.0,0.0
30951,0,0,0,0,0,0,0.0,20240312,034220,LG디스플레이,0.0,0.0,0.0,0.0,0.0,0.0
30961,0,0,0,0,0,0,0.0,20240312,051910,LG화학,0.0,0.0,0.0,0.0,0.0,0.0
31553,0,0,0,0,0,0,0.0,20240312,004000,롯데정밀화학,0.0,0.0,0.0,0.0,0.0,0.0
31559,0,0,0,0,0,0,0.0,20240312,011170,롯데케미칼,0.0,0.0,0.0,0.0,0.0,0.0
31817,0,0,0,0,0,0,0.0,20240312,005930,삼성전자,0.0,0.0,0.0,0.0,0.0,0.0
31823,0,0,0,0,0,0,0.0,20240312,029780,삼성카드,0.0,0.0,0.0,0.0,0.0,0.0
32048,0,0,0,0,0,0,0.0,20240312,004170,신세계,0.0,0.0,0.0,0.0,0.0,0.0
32679,0,0,0,0,0,0,0.0,20240312,139480,이마트,0.0,0.0,0.0,0.0,0.0,0.0
32930,0,0,0,0,0,0,0.0,20240312,035720,카카오,0.0,0.0,0.0,0.0,0.0,0.0
32932,0,0,0,0,0,0,0.0,20240312,323410,카카오뱅크,0.0,0.0,0.0,0.0,0.0,0.0
33750,0,0,0,0,0,0,0.0,20240313,034220,LG디스플레이,0.0,0.0,0.0,0.0,0.0,0.0
33760,0,0,0,0,0,0,0.0,20240313,051910,LG화학,0.0,0.0,0.0,0.0,0.0,0.0
34352,0,0,0,0,0,0,0.0,20240313,004000,롯데정밀화학,0.0,0.0,0.0,0.0,0.0,0.0
34358,0,0,0,0,0,0,0.0,20240313,011170,롯데케미칼,0.0,0.0,0.0,0.0,0.0,0.0
34616,0,0,0,0,0,0,0.0,20240313,005930,삼성전자,0.0,0.0,0.0,0.0,0.0,0.0
34622,0,0,0,0,0,0,0.0,20240313,029780,삼성카드,0.0,0.0,0.0,0.0,0.0,0.0
34847,0,0,0,0,0,0,0.0,20240313,004170,신세계,0.0,0.0,0.0,0.0,0.0,0.0
35478,0,0,0,0,0,0,0.0,20240313,139480,이마트,0.0,0.0,0.0,0.0,0.0,0.0
35729,0,0,0,0,0,0,0.0,20240313,035720,카카오,0.0,0.0,0.0,0.0,0.0,0.0
35731,0,0,0,0,0,0,0.0,20240313,323410,카카오뱅크,0.0,0.0,0.0,0.0,0.0,0.0
36549,0,0,0,0,0,0,0.0,20240314,034220,LG디스플레이,0.0,0.0,0.0,0.0,0.0,0.0
36559,0,0,0,0,0,0,0.0,20240314,051910,LG화학,0.0,0.0,0.0,0.0,0.0,0.0
37151,0,0,0,0,0,0,0.0,20240314,004000,롯데정밀화학,0.0,0.0,0.0,0.0,0.0,0.0
37157,0,0,0,0,0,0,0.0,20240314,011170,롯데케미칼,0.0,0.0,0.0,0.0,0.0,0.0
37415,0,0,0,0,0,0,0.0,20240314,005930,삼성전자,0.0,0.0,0.0,0.0,0.0,0.0
37421,0,0,0,0,0,0,0.0,20240314,029780,삼성카드,0.0,0.0,0.0,0.0,0.0,0.0
37646,0,0,0,0,0,0,0.0,20240314,004170,신세계,0.0,0.0,0.0,0.0,0.0,0.0
38277,0,0,0,0,0,0,0.0,20240314,139480,이마트,0.0,0.0,0.0,0.0,0.0,0.0
38528,0,0,0,0,0,0,0.0,20240314,035720,카카오,0.0,0.0,0.0,0.0,0.0,0.0
38530,0,0,0,0,0,0,0.0,20240314,323410,카카오뱅크,0.0,0.0,0.0,0.0,0.0,0.0
39348,0,0,0,0,0,0,0.0,20240315,034220,LG디스플레이,0.0,0.0,0.0,0.0,0.0,0.0
39358,0,0,0,0,0,0,0.0,20240315,051910,LG화학,0.0,0.0,0.0,0.0,0.0,0.0
39950,0,0,0,0,0,0,0.0,20240315,004000,롯데정밀화학,0.0,0.0,0.0,0.0,0.0,0.0
39956,0,0,0,0,0,0,0.0,20240315,011170,롯데케미칼,0.0,0.0,0.0,0.0,0.0,0.0
40214,0,0,0,0,0,0,0.0,20240315,005930,삼성전자,0.0,0.0,0.0,0.0,0.0,0.0
40220,0,0,0,0,0,0,0.0,20240315,029780,삼성카드,0.0,0.0,0.0,0.0,0.0,0.0
40445,0,0,0,0,0,0,0.0,20240315,004170,신세계,0.0,0.0,0.0,0.0,0.0,0.0
41076,0,0,0,0,0,0,0.0,20240315,139480,이마트,0.0,0.0,0.0,0.0,0.0,0.0
41327,0,0,0,0,0,0,0.0,20240315,035720,카카오,0.0,0.0,0.0,0.0,0.0,0.0
41329,0,0,0,0,0,0,0.0,20240315,323410,카카오뱅크,0.0,0.0,0.0,0.0,0.0,0.0
42147,0,0,0,0,0,0,0.0,20240316,034220,LG디스플레이,0.0,0.0,0.0,0.0,0.0,0.0
42157,0,0,0,0,0,0,0.0,20240316,051910,LG화학,0.0,0.0,0.0,0.0,0.0,0.0
42749,0,0,0,0,0,0,0.0,20240316,004000,롯데정밀화학,0.0,0.0,0.0,0.0,0.0,0.0
42755,0,0,0,0,0,0,0.0,20240316,011170,롯데케미칼,0.0,0.0,0.0,0.0,0.0,0.0
43013,0,0,0,0,0,0,0.0,20240316,005930,삼성전자,0.0,0.0,0.0,0.0,0.0,0.0
43019,0,0,0,0,0,0,0.0,20240316,029780,삼성카드,0.0,0.0,0.0,0.0,0.0,0.0
43244,0,0,0,0,0,0,0.0,20240316,004170,신세계,0.0,0.0,0.0,0.0,0.0,0.0
43875,0,0,0,0,0,0,0.0,20240316,139480,이마트,0.0,0.0,0.0,0.0,0.0,0.0
44126,0,0,0,0,0,0,0.0,20240316,035720,카카오,0.0,0.0,0.0,0.0,0.0,0.0
44128,0,0,0,0,0,0,0.0,20240316,323410,카카오뱅크,0.0,0.0,0.0,0.0,0.0,0.0
44946,0,0,0,0,0,0,0.0,20240317,034220,LG디스플레이,0.0,0.0,0.0,0.0,0.0,0.0
44956,0,0,0,0,0,0,0.0,20240317,051910,LG화학,0.0,0.0,0.0,0.0,0.0,0.0
45548,0,0,0,0,0,0,0.0,20240317,004000,롯데정밀화학,0.0,0.0,0.0,0.0,0.0,0.0
45554,0,0,0,0,0,0,0.0,20240317,011170,롯데케미칼,0.0,0.0,0.0,0.0,0.0,0.0
45812,0,0,0,0,0,0,0.0,20240317,005930,삼성전자,0.0,0.0,0.0,0.0,0.0,0.0
45818,0,0,0,0,0,0,0.0,20240317,029780,삼성카드,0.0,0.0,0.0,0.0,0.0,0.0
46043,0,0,0,0,0,0,0.0,20240317,004170,신세계,0.0,0.0,0.0,0.0,0.0,0.0
46674,0,0,0,0,0,0,0.0,20240317,139480,이마트,0.0,0.0,0.0,0.0,0.0,0.0
46925,0,0,0,0,0,0,0.0,20240317,035720,카카오,0.0,0.0,0.0,0.0,0.0,0.0
46927,0,0,0,0,0,0,0.0,20240317,323410,카카오뱅크,0.0,0.0,0.0,0.0,0.0,0.0
47745,0,0,0,0,0,0,0.0,20240318,034220,LG디스플레이,0.0,0.0,0.0,0.0,0.0,0.0
47755,0,0,0,0,0,0,0.0,20240318,051910,LG화학,0.0,0.0,0.0,0.0,0.0,0.0
48347,0,0,0,0,0,0,0.0,20240318,004000,롯데정밀화학,0.0,0.0,0.0,0.0,0.0,0.0
48353,0,0,0,0,0,0,0.0,20240318,011170,롯데케미칼,0.0,0.0,0.0,0.0,0.0,0.0
48611,0,0,0,0,0,0,0.0,20240318,005930,삼성전자,0.0,0.0,0.0,0.0,0.0,0.0
48617,0,0,0,0,0,0,0.0,20240318,029780,삼성카드,0.0,0.0,0.0,0.0,0.0,0.0
48842,0,0,0,0,0,0,0.0,20240318,004170,신세계,0.0,0.0,0.0,0.0,0.0,0.0
49473,0,0,0,0,0,0,0.0,20240318,139480,이마트,0.0,0.0,0.0,0.0,0.0,0.0
49724,0,0,0,0,0,0,0.0,20240318,035720,카카오,0.0,0.0,0.0,0.0,0.0,0.0
49726,0,0,0,0,0,0,0.0,20240318,323410,카카오뱅크,0.0,0.0,0.0,0.0,0.0,0.0
50544,0,0,0,0,0,0,0.0,20240319,034220,LG디스플레이,0.0,0.0,0.0,0.0,0.0,0.0
50554,0,0,0,0,0,0,0.0,20240319,051910,LG화학,0.0,0.0,0.0,0.0,0.0,0.0
51146,0,0,0,0,0,0,0.0,20240319,004000,롯데정밀화학,0.0,0.0,0.0,0.0,0.0,0.0
51152,0,0,0,0,0,0,0.0,20240319,011170,롯데케미칼,0.0,0.0,0.0,0.0,0.0,0.0
51410,0,0,0,0,0,0,0.0,20240319,005930,삼성전자,0.0,0.0,0.0,0.0,0.0,0.0
51416,0,0,0,0,0,0,0.0,20240319,029780,삼성카드,0.0,0.0,0.0,0.0,0.0,0.0
51641,0,0,0,0,0,0,0.0,20240319,004170,신세계,0.0,0.0,0.0,0.0,0.0,0.0
52272,0,0,0,0,0,0,0.0,20240319,139480,이마트,0.0,0.0,0.0,0.0,0.0,0.0
52523,0,0,0,0,0,0,0.0,20240319,035720,카카오,0.0,0.0,0.0,0.0,0.0,0.0
52525,0,0,0,0,0,0,0.0,20240319,323410,카카오뱅크,0.0,0.0,0.0,0.0,0.0,0.0
53343,0,0,0,0,0,0,0.0,20240320,034220,LG디스플레이,0.0,0.0,0.0,0.0,0.0,0.0
53353,0,0,0,0,0,0,0.0,20240320,051910,LG화학,0.0,0.0,0.0,0.0,0.0,0.0
53945,0,0,0,0,0,0,0.0,20240320,004000,롯데정밀화학,0.0,0.0,0.0,0.0,0.0,0.0
53951,0,0,0,0,0,0,0.0,20240320,011170,롯데케미칼,0.0,0.0,0.0,0.0,0.0,0.0
54209,0,0,0,0,0,0,0.0,20240320,005930,삼성전자,0.0,0.0,0.0,0.0,0.0,0.0
54215,0,0,0,0,0,0,0.0,20240320,029780,삼성카드,0.0,0.0,0.0,0.0,0.0,0.0
54440,0,0,0,0,0,0,0.0,20240320,004170,신세계,0.0,0.0,0.0,0.0,0.0,0.0
55071,0,0,0,0,0,0,0.0,20240320,139480,이마트,0.0,0.0,0.0,0.0,0.0,0.0
55322,0,0,0,0,0,0,0.0,20240320,035720,카카오,0.0,0.0,0.0,0.0,0.0,0.0
55324,0,0,0,0,0,0,0.0,20240320,323410,카카오뱅크,0.0,0.0,0.0,0.0,0.0,0.0
56142,0,0,0,0,0,0,0.0,20240321,034220,LG디스플레이,0.0,0.0,0.0,0.0,0.0,0.0
56152,0,0,0,0,0,0,0.0,20240321,051910,LG화학,0.0,0.0,0.0,0.0,0.0,0.0
56744,0,0,0,0,0,0,0.0,20240321,004000,롯데정밀화학,0.0,0.0,0.0,0.0,0.0,0.0
56750,0,0,0,0,0,0,0.0,20240321,011170,롯데케미칼,0.0,0.0,0.0,0.0,0.0,0.0
57008,0,0,0,0,0,0,0.0,20240321,005930,삼성전자,0.0,0.0,0.0,0.0,0.0,0.0
57014,0,0,0,0,0,0,0.0,20240321,029780,삼성카드,0.0,0.0,0.0,0.0,0.0,0.0
57239,0,0,0,0,0,0,0.0,20240321,004170,신세계,0.0,0.0,0.0,0.0,0.0,0.0
57870,0,0,0,0,0,0,0.0,20240321,139480,이마트,0.0,0.0,0.0,0.0,0.0,0.0
58121,0,0,0,0,0,0,0.0,20240321,035720,카카오,0.0,0.0,0.0,0.0,0.0,0.0
58123,0,0,0,0,0,0,0.0,20240321,323410,카카오뱅크,0.0,0.0,0.0,0.0,0.0,0.0
58941,0,0,0,0,0,0,0.0,20240322,034220,LG디스플레이,0.0,0.0,0.0,0.0,0.0,0.0
58951,0,0,0,0,0,0,0.0,20240322,051910,LG화학,0.0,0.0,0.0,0.0,0.0,0.0
59543,0,0,0,0,0,0,0.0,20240322,004000,롯데정밀화학,0.0,0.0,0.0,0.0,0.0,0.0
59549,0,0,0,0,0,0,0.0,20240322,011170,롯데케미칼,0.0,0.0,0.0,0.0,0.0,0.0
59807,0,0,0,0,0,0,0.0,20240322,005930,삼성전자,0.0,0.0,0.0,0.0,0.0,0.0
59813,0,0,0,0,0,0,0.0,20240322,029780,삼성카드,0.0,0.0,0.0,0.0,0.0,0.0
60038,0,0,0,0,0,0,0.0,20240322,004170,신세계,0.0,0.0,0.0,0.0,0.0,0.0
60669,0,0,0,0,0,0,0.0,20240322,139480,이마트,0.0,0.0,0.0,0.0,0.0,0.0
60920,0,0,0,0,0,0,0.0,20240322,035720,카카오,0.0,0.0,0.0,0.0,0.0,0.0
60922,0,0,0,0,0,0,0.0,20240322,323410,카카오뱅크,0.0,0.0,0.0,0.0,0.0,0.0
61740,0,0,0,0,0,0,0.0,20240323,034220,LG디스플레이,0.0,0.0,0.0,0.0,0.0,0.0
61750,0,0,0,0,0,0,0.0,20240323,051910,LG화학,0.0,0.0,0.0,0.0,0.0,0.0
62342,0,0,0,0,0,0,0.0,20240323,004000,롯데정밀화학,0.0,0.0,0.0,0.0,0.0,0.0
62348,0,0,0,0,0,0,0.0,20240323,011170,롯데케미칼,0.0,0.0,0.0,0.0,0.0,0.0
62606,0,0,0,0,0,0,0.0,20240323,005930,삼성전자,0.0,0.0,0.0,0.0,0.0,0.0
62612,0,0,0,0,0,0,0.0,20240323,029780,삼성카드,0.0,0.0,0.0,0.0,0.0,0.0
62837,0,0,0,0,0,0,0.0,20240323,004170,신세계,0.0,0.0,0.0,0.0,0.0,0.0
63468,0,0,0,0,0,0,0.0,20240323,139480,이마트,0.0,0.0,0.0,0.0,0.0,0.0
63719,0,0,0,0,0,0,0.0,20240323,035720,카카오,0.0,0.0,0.0,0.0,0.0,0.0
63721,0,0,0,0,0,0,0.0,20240323,323410,카카오뱅크,0.0,0.0,0.0,0.0,0.0,0.0
64539,0,0,0,0,0,0,0.0,20240324,034220,LG디스플레이,0.0,0.0,0.0,0.0,0.0,0.0
64549,0,0,0,0,0,0,0.0,20240324,051910,LG화학,0.0,0.0,0.0,0.0,0.0,0.0
65141,0,0,0,0,0,0,0.0,20240324,004000,롯데정밀화학,0.0,0.0,0.0,0.0,0.0,0.0
65147,0,0,0,0,0,0,0.0,20240324,011170,롯데케미칼,0.0,0.0,0.0,0.0,0.0,0.0
65405,0,0,0,0,0,0,0.0,20240324,005930,삼성전자,0.0,0.0,0.0,0.0,0.0,0.0
65411,0,0,0,0,0,0,0.0,20240324,029780,삼성카드,0.0,0.0,0.0,0.0,0.0,0.0
